Label	Brand	Name	Price	Rank	Combination	Dry	Normal	Oily	Sensitive
Cleanser	KATE SOMERVILLE	Gentle Daily Wash	36	4.2	0	0	0	0	0
Cleanser	ALGENIST	GENIUS Ultimate Anti-Aging Melting Cleanser	38	4.1	0	0	0	0	0
Cleanser	NARS	Gentle Oil-Free Eye Makeup Remover	25	4.3	0	0	0	0	0
Cleanser	SEPHORA COLLECTION	Black Magic Set of 2 Makeup Remover Cloths	12	4.6	0	0	0	0	0
Cleanser	OLEHENRIKSEN	So Nurturing™ Cleansing Cloths	15	4	0	1	0	0	1
Cleanser	MURAD	Hydro-Dynamic® Quenching Essence	78	4.3	1	1	1	1	1
Cleanser	KIEHL'S SINCE 1851	Ultra Facial Oil-Free Cleanser	20	4.2	1	0	1	1	0
Cleanser	LANEIGE	Fresh Calming Toner	27	4.4	1	1	1	1	0
Cleanser	OLEHENRIKSEN	Wonderfeel™ Double Cleanser	32	4.4	1	1	1	1	1
Cleanser	KIEHL'S SINCE 1851	Cucumber Herbal Conditioning Cleanser	24	4.6	0	1	1	0	1
Cleanser	SHISEIDO	Extra Rich Cleansing Milk	36	5	0	1	0	0	0
Cleanser	DR. JART+	Dermaclear™ Trans-Foam Clay Trio	35	4.4	0	0	0	0	0
Cleanser	BLITHE	Vital Treatment Essence for Hydrating	42	4.5	1	1	1	1	1
Cleanser	EST?E LAUDER	Perfectly Clean Multi-Action Toning Lotion/Refiner	26	4.5	0	0	0	0	0
Cleanser	CLINIQUE	Clarifying Lotion 4	16	4.4	0	0	0	0	0
Cleanser	CLINIQUE	Naturally Gentle Eye Makeup Remover	19	4.4	0	0	0	0	0
Cleanser	SUNDAY RILEY	C.E.O. C + E Micro-Dissolve Cleansing Oil	38	4.3	1	1	1	1	1
Cleanser	CLINIQUE	City Block Purifying Charcoal Clay Mask + Scrub	28	4.7	1	1	1	1	1
Cleanser	FRESH	Umbrian Clay Pore Purifying Face Exfoliator	33	4.7	0	0	0	0	0
Cleanser	CLINIQUE	Fresh Pressed Renewing Powder Cleanser with Pure Vitamin C	29	4.9	1	1	1	1	1
Cleanser	REN CLEAN SKINCARE	Rosa Centifolia™ No.1 Purity Cleansing Balm	32	4.2	1	1	1	1	1
Cleanser	MURAD	Refreshing Cleanser	39	4.4	0	0	0	0	0
Cleanser	KIEHL'S SINCE 1851	Blue Herbal Acne Cleanser Treatment	22	3.5	1	0	0	1	0
Cleanser	SEPHORA COLLECTION	Exfoliating Wipes - Pineapple - Smoothing	7	4.7	0	0	0	0	0
Cleanser	ERNO LASZLO	Pore Refining Detox Double Cleanse	55	5	1	1	1	1	1
Cleanser	KIEHL'S SINCE 1851	Herbal-Infused Micellar Cleansing Water	28	3.7	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Cleansing Wipes - Pomegranate - Energizing	7	5	0	0	0	0	0
Cleanser	CLARISONIC	Refreshing Gel Cleanser	19	5	1	1	1	1	1
Cleanser	FENTY BEAUTY BY RIHANNA	Invisimatte Blotting Paper	16	3.9	0	0	0	0	0
Cleanser	CLINIQUE	Facial Soap with Dish	15	4.4	0	0	0	0	0
Cleanser	ALGENIST	Hydrating Essence Toner	25	4.4	0	0	0	0	0
Cleanser	REN CLEAN SKINCARE	Micro Polish Cleanser	32	4.5	0	0	0	0	0
Cleanser	DERMADOCTOR	"Kakadu C™ Brightening Daily Cleanser with Vitamins C, A & AHAs"	36	3.9	0	0	0	0	0
Treatment	DRUNK ELEPHANT	C-Firma™ Day Serum	80	4.1	1	1	1	1	0
Treatment	SUNDAY RILEY	Good Genes All-In-One Lactic Acid Treatment	158	4.3	1	1	1	1	0
Treatment	EST?E LAUDER	Advanced Night Repair Synchronized Recovery Complex II	98	4.3	1	1	1	1	1
Treatment	OLEHENRIKSEN	Truth Serum®	48	4.3	1	1	1	1	1
Treatment	LANC?ME	Advanced G?nifique Youth Activating Serum Duo	178	2	0	0	0	0	0
Treatment	DR. DENNIS GROSS SKINCARE	Alpha Beta® Extra Strength Daily Peel	88	4.5	1	1	1	1	0
Treatment	LANC?ME	Advanced G?nifique Youth Activating Serum	105	4.5	1	1	1	1	1
Treatment	KIEHL'S SINCE 1851	Clearly Corrective™ Dark Spot Solution	50	3.5	1	1	1	1	1
Treatment	LA MER	The Concentrate	370	3.9	0	0	0	0	0
Treatment	SHISEIDO	Ultimune Power Infusing Concentrate	100	4.2	1	1	1	1	1
Treatment	GLAMGLOW	SUPERMUD® Activated Charcoal Treatment	59	4.2	1	0	1	1	0
Treatment	DRUNK ELEPHANT	B-Hydra™ Intensive Hydration Serum	52	4.2	1	1	1	1	0
Treatment	DR. DENNIS GROSS SKINCARE	Alpha Beta® Universal Daily Peel	88	4.5	1	1	1	1	0
Treatment	OLEHENRIKSEN	Truth Serum - Starlight Holiday Edition	128	4	1	1	1	1	0
Treatment	DRUNK ELEPHANT	NightBright™ Duo	28	4.2	1	1	1	1	1
Treatment	CAUDALIE	Vinopure Natural Salicylic Acid Pore Minimizing Serum	49	4.4	1	0	1	1	1
Treatment	FARS?LI	Skintune Blur Perfecting Primer Serum	54	4.2	0	0	0	0	0
Treatment	SUNDAY RILEY	C.E.O. Rapid Flash Brightening Serum	85	3.9	1	1	1	1	1
Treatment	DRUNK ELEPHANT	Rise + Glow™ Duo	23	4	1	1	1	1	1
Treatment	CAUDALIE	Vinoperfect Radiance Serum	79	4.2	1	1	1	1	1
Treatment	KIEHL'S SINCE 1851	Powerful-Strength Line-Reducing Concentrate 12.5% Vitamin C	62	3.8	1	1	1	1	0
Treatment	CLARINS	Double Serum Complete Age Control Concentrate	89	4.1	1	1	1	1	1
Treatment	LA MER	The Regenerating Serum	345	3.9	1	1	1	1	1
Treatment	HERBIVORE	Blue Tansy AHA + BHA Resurfacing Clarity Mask	48	4.5	1	0	1	1	0
Treatment	ALGENIST	GENIUS Liquid Collagen	115	4	1	1	1	1	1
Treatment	PEACE OUT	Acne Healing Dots	19	4.3	1	1	1	1	1
Treatment	PETER THOMAS ROTH	Potent-C™ Power Serum	95	4.3	1	1	1	1	1
Treatment	FIRST AID BEAUTY	Facial Radiance Pads	30	4.3	1	1	1	1	1
Treatment	DR. DENNIS GROSS SKINCARE	Ferulic Acid + Retinol Brightening Solution	88	4.1	1	1	1	0	1
Treatment	MURAD	Rapid Age Spot and Pigment Lightening Serum	69	3.8	1	1	1	1	0
Treatment	DRUNK ELEPHANT	D-Bronzi™ Anti-Pollution Sunshine Drops	36	4.5	1	1	1	1	0
Treatment	CAUDALIE	Vinosource S.O.S Thirst Quenching Serum	49	4.5	1	1	1	0	1
Treatment	CAUDALIE	Vinoperfect Glycolic Brightening Essence	42	4.4	1	1	1	1	1
Treatment	EST?E LAUDER	Perfectionist CP+R Wrinkle Lifting/Firming Serum	98	4.3	0	0	0	0	0
Treatment	LA MER	The Revitalizing Hydrating Serum	205	4.2	1	1	1	1	1
Treatment	DR. JART+	Cicapair™ Tiger Grass Re.Pair Serum	46	4.2	1	1	1	1	1
Treatment	KATE SOMERVILLE	EradiKate™ Acne Treatment	26	4.3	1	1	1	1	0
Treatment	PETER THOMAS ROTH	Professional 3% Retinoid Plus	82	4.6	1	1	1	1	0
Treatment	DIOR	Capture Youth Collection	95	4.3	1	1	1	1	1
Treatment	BIOEFFECT	EGF Serum	160	5	1	1	1	1	1
Treatment	LA MER	The Treatment Lotion	150	4.4	1	1	1	1	1
Treatment	PETER THOMAS ROTH	Max Complexion Correction Pads	40	4.4	1	0	1	1	0
Treatment	OLEHENRIKSEN	Glow Cycle Retin-ALT Power Serum	58	4.4	1	1	1	1	0
Treatment	ORIGINS	Mega-Mushroom Relief & Resilience Soothing Treatment Lotion Limited Edition	34	4.5	1	1	1	1	1
Treatment	BECCA	Backlight Priming Filter Face Primer	38	4.2	1	1	1	1	1
Treatment	GLAMGLOW	GRAVITYMUD™ Firming Treatment	59	4	1	1	1	1	0
Treatment	FRESH	Umbrian Clay Pore Purifying Face Mask	58	4.4	0	0	0	0	0
Treatment	PETER THOMAS ROTH	Retinol Fusion PM	65	4.4	0	0	0	0	0
Treatment	BIOSSANCE	Squalane + Phyto-Retinol Serum	78	4.3	1	1	1	1	1
Treatment	PETER THOMAS ROTH	FIRMx™ Peeling Gel	48	4.6	1	1	1	1	1
Treatment	SK-II	R.N.A. POWER Anti-Aging Essence Serum	195	4.4	1	1	1	1	1
Treatment	KIEHL'S SINCE 1851	Hydro-Plumping Re-Texturizing Serum Concentrate	59	4.7	0	0	0	0	0
Treatment	CLINIQUE	Clinique Smart Custom-Repair Serum	60	4	1	1	1	1	1
Treatment	DIOR	One Essential Skin Boosting Super Serum	100	4.6	1	1	1	0	0
Treatment	COVER FX	Mattifying Primer With Anti-Acne Treatment	38	3.6	0	0	0	0	0
Treatment	SHISEIDO	White Lucent MicroTargeting Spot Corrector	132	3.4	1	1	1	1	0
Treatment	FRESH	Rose Deep Hydration Face Serum	48	4.3	0	0	0	0	0
Treatment	LA MER	The Perfecting Treatment	245	4.6	1	1	1	1	1
Treatment	FRESH	Black Tea Age-Delay Firming Serum	75	3.9	1	1	1	1	1
Treatment	MOON JUICE	Beauty Shroom™ Exfoliating Acid Potion	39	4.9	1	1	1	1	1
Treatment	ORIGINS	Super Spot Remover™ Blemish Treatment Gel	18	4	1	1	1	1	1
Treatment	MURAD	Invisiblur™ Perfecting Shield Broad Spectrum SPF 30 PA+++	65	3.9	1	1	1	1	0
Treatment	NEOGEN DERMALOGY	Bio-Peel Gauze Peeling - Green Tea	27	4.7	1	1	1	1	1
Treatment	PRIVATE DOCTOR	Minus Serum	49	4.8	1	1	1	1	0
Treatment	LANC?ME	Visionnaire Advanced Skin Corrector Serum	116	4.2	1	1	1	1	1
Treatment	HERBIVORE	Prism Exfoliating Glow Potion	62	4.3	1	1	1	1	0
Treatment	MURAD	Retinol Youth Renewal Serum	88	4.3	1	1	1	1	1
Treatment	CAUDALIE	Vine[Activ] Vitamin C Anti-Wrinkle Serum	52	4.1	1	1	1	1	1
Treatment	PETER THOMAS ROTH	Un-Wrinkle Peel Pads	45	4.6	0	0	0	0	0
Treatment	PERRICONE MD	Vitamin C Ester Brightening Serum	69	4.5	1	1	1	1	1
Treatment	DR. DENNIS GROSS SKINCARE	Alpha Beta® Ultra Gentle Daily Peel for Sensitive Skin	88	4.3	0	0	0	0	1
Treatment	IT COSMETICS	Bye Bye Breakout™ Full-Coverage Concealer	28	3.9	1	1	1	1	1
Treatment	KATE SOMERVILLE	D-Scar™ Scar Diminishing Serum	48	4.2	1	1	1	1	1
Treatment	PHILOSOPHY	The Microdelivery Resurfacing Peel	72	4.7	0	0	0	0	0
Treatment	JOSIE MARAN	Pure Argan Milk™ Intensive Hydrating Treatment	56	4	1	1	0	0	1
Treatment	SUNDAY RILEY	Saturn Sulfur Acne Treatment Mask	55	4.3	1	1	1	1	1
Treatment	CAUDALIE	Premier Cru Serum	150	4.1	1	1	1	1	1
Treatment	GUERLAIN	Abeille Royale Daily Repair Serum	150	3.6	0	0	0	0	0
Treatment	HUM NUTRITION	Daily Cleanse™ Clear Skin and Breakout Supplement	25	4	0	0	0	0	0
Treatment	CLINIQUE	Acne Solutions Clinical Clearing Gel	27	4.2	1	1	1	1	0
Treatment	DR. JART+	Cicapair™ Tiger Grass Camo Drops	46	4.1	1	1	1	1	1
Treatment	TATCHA	Luminous Deep Hydration Firming Serum	95	3.8	0	0	0	0	0
Treatment	KORRES	Wild Rose 15% Vitamin C Spotless Serum	75	3.9	1	1	1	1	1
Treatment	ALGENIST	ELEVATE Advanced Retinol Serum	98	4.8	1	1	1	0	0
Treatment	DIOR	Capture Totale Dreamskin Advanced Refill	128	5	1	1	1	1	1
Treatment	MURAD	Rapid Relief Acne Spot Treatment	22	4.1	1	0	0	1	0
Treatment	BIOEFFECT	30 Day Treatment	290	5	1	1	1	1	1
Treatment	TATA HARPER	Rejuvenating Serum	110	3.7	1	1	1	1	1
Treatment	DR. DENNIS GROSS SKINCARE	Alpha Beta® Medi–Spa Peel	64	4.5	1	1	1	1	0
Treatment	CLINIQUE	Even Better Clinical Dark Spot Corrector & Optimizer	80	3.1	1	1	1	1	1
Treatment	LANCER	Lift Serum Intense with Stem Cell Recovery Complex	275	5	1	1	1	0	0
Treatment	PERRICONE MD	Cold Plasma+ Face	149	4.1	1	1	1	1	1
Treatment	DIOR	Capture Youth Glow Booster Age-Delay Illuminating Serum	95	4.9	1	0	1	0	0
Treatment	BECCA	Skin Love Glow Elixir	48	4.4	0	0	0	0	0
Treatment	TATA HARPER	Resurfacing Serum	88	4.2	1	1	1	1	1
Treatment	CAUDALIE	Resveratrol Lift Firming Serum	82	4.3	1	1	1	1	1
Treatment	ALGENIST	POWER Advanced Wrinkle Fighter 360° Eye Serum	70	4.1	1	1	1	1	1
Treatment	FIRST AID BEAUTY	FAB Skin Lab Retinol Serum 0.25% Pure Concentrate	58	4.3	1	1	1	1	1
Treatment	MURAD	Active Retinol Renewal Kit	68	5	1	1	1	1	0
Treatment	KATE SOMERVILLE	Anti Bac Clearing Lotion	42	4.4	1	0	1	1	0
Treatment	LANC?ME	Advanced G?nifique Sensitive Antioxidant Serum	78	4.6	1	1	1	1	1
Treatment	PEACE OUT	Pore Treatment Strips	19	4.2	1	1	1	1	1
Treatment	PETER THOMAS ROTH	Water Drench Hyaluronic Cloud Serum	65	4.2	1	1	1	1	1
Treatment	VOLITION BEAUTY	Snow Mushroom Water Serum	62	4.7	1	1	1	1	1
Treatment	MURAD	Revitalixir™ Recovery Serum	89	4.5	1	1	1	1	1
Treatment	MOON JUICE	Beauty Shroom™ Plumping Jelly Serum	58	4.5	1	1	1	1	1
Treatment	JACK BLACK	Protein Booster Skin Serum	62	4.7	1	1	1	1	1
Treatment	CLARINS	Shaping Facial Lift Total V Contouring Serum	81	3.7	1	1	1	1	0
Treatment	DR. BRANDT SKINCARE	needles no more™	89	3.4	1	1	1	1	0
Treatment	SHISEIDO	White Lucent Luminizing Surge	62	4.5	1	1	1	1	0
Treatment	DR. DENNIS GROSS SKINCARE	C+ Collagen Brighten & Firm Vitamin C Serum	78	3.9	1	1	1	1	1
Treatment	J.ONE	Red Jelly Pack	42	3.9	1	1	1	1	1
Treatment	COVER FX	Anti-Aging Primer	38	4.2	0	0	0	0	0
Treatment	YOUTH TO THE PEOPLE	Superfood Firm and Brighten Vitamin C Serum	62	3.9	1	1	1	1	1
Treatment	KATE SOMERVILLE	+Retinol Vita C Power Serum	98	3.9	1	1	1	1	0
Treatment	EST?E LAUDER	Idealist Pore Minimizing Skin Refinisher	86	4	0	0	0	0	0
Treatment	CLINIQUE	Fresh Pressed Daily Booster with Pure Vitamin C 10%	19	4	1	1	1	1	1
Treatment	PERRICONE MD	No Foundation Foundation Serum SPF 30	60	4.3	1	1	1	1	1
Treatment	PHILOSOPHY	Turbo Booster C Powder	39	4.5	0	0	0	0	0
Treatment	FOREO	Espada Acne-Clearing Blue Light Pen	149	3.9	1	1	1	1	1
Treatment	PERRICONE MD	H2 Elemental Energy Hydrating Booster Serum	100	4.1	1	1	1	1	1
Treatment	OLEHENRIKSEN	Power Peel™ Transforming Facial System	50	4.6	1	1	1	1	1
Treatment	LIGHTSTIM	Lightstim® for Acne	169	4	1	1	1	1	1
Treatment	KORRES	"Black Pine 3D Sculpting, Firming & Lifting Face Serum"	75	4.8	1	1	1	1	1
Treatment	PETER THOMAS ROTH	Acne System	35	4.3	1	1	1	1	1
Treatment	BECCA	Ever-Matte Poreless Priming Perfector	38	3.6	1	0	0	1	0
Treatment	PHILOSOPHY	Help Me	49	4.4	0	0	0	0	0
Treatment	REN CLEAN SKINCARE	Evercalm™ Anti-Redness Serum	48	3.8	1	1	1	1	1
Treatment	ORIGINS	Plantscription™ Anti-Aging Power Serum	60	3.9	1	1	1	1	0
Treatment	LANCER	Younger® Pure Youth Serum with MIMIXYL™	275	5	1	1	1	0	0
Treatment	REN CLEAN SKINCARE	Keep Young And Beautiful™ Instant Firming Beauty Shot	56	4.1	1	1	1	1	1
Treatment	ALGENIST	GENIUS Ultimate Anti-Aging Vitamin C+ Serum	118	3.9	1	1	1	1	1
Treatment	KATE SOMERVILLE	Quench Hydrating Face Serum	75	4.2	0	0	0	0	0
Treatment	MILK MAKEUP	Watermelon Brightening Serum	36	4.1	1	1	1	1	1
Treatment	IT COSMETICS	Bye Bye Lines Serum™ Advanced Anti-Aging Wrinkle-Smoothing Miracle Concentrate	58	4.1	1	1	1	1	1
Treatment	MURAD	Eye Lift Firming Treatment	68	4	0	0	0	0	0
Treatment	AMOREPACIFIC	MOISTURE BOUND Rejuvenating Serum	100	4.4	1	1	1	0	1
Treatment	PETER THOMAS ROTH	PROfessional Strength 40% Triple Acid Peel	88	4	1	1	1	1	0
Treatment	COOLA	Sunless Tan Anti-Aging Face Serum	54	4.3	1	1	1	1	1
Treatment	CLARINS	Hydra-Essentiel Bi-Phase Serum	59	4.6	1	1	1	1	1
Treatment	ORIGINS	Original Skin™ Renewal Serum with Willowherb	41	4.4	0	0	0	0	0
Treatment	MURAD	Rapid Resurfacing Peel	44	4.7	1	1	1	1	0
Treatment	PETER THOMAS ROTH	Acne-Clear Invisible Dots	30	3.6	1	1	1	1	1
Treatment	MURAD	Acne Clear Control 30-Day Kit	29	3.3	1	0	0	1	0
Treatment	REN CLEAN SKINCARE	Perfect Canvas Skin Finishing Serum	55	4.5	1	1	1	1	1
Treatment	DIOR	Capture Youth Lift Sculptor Age-Delay Lifting Serum	95	5	0	1	1	0	0
Treatment	CAUDALIE	Vinopure Natural Oil Control Moisturizer	39	3.8	1	0	1	1	1
Treatment	DIOR	Capture Youth Plump Filler Age-Delay Plumping Serum	95	4.4	0	1	1	0	0
Treatment	IT COSMETICS	Bye Bye Pores Primer™ Oil-Free Poreless Skin-Perfecting Serum Primer	38	3.6	1	1	1	1	1
Treatment	MURAD	Outsmart Acne Clarifying Treatment	44	4.3	1	0	1	1	1
Treatment	FIRST AID BEAUTY	Facial Radiance® Intensive Peel	40	4.6	1	1	1	1	1
Treatment	PETER THOMAS ROTH	Therapeutic Sulfur Mask Acne Treatment Mask	47	4.6	1	0	1	1	0
Treatment	EST?E LAUDER	Enlighten Dark Spot Correcting Night Serum	98	4	0	0	0	0	0
Treatment	PERRICONE MD	PRE:EMPT SERIES™ Skin Perfecting Serum	90	4.3	1	1	1	1	1
Treatment	DR. JART+	Dermaclear™ Micro Milk Peel	42	4.4	1	1	1	1	1
Treatment	AMOREPACIFIC	FUTURE RESPONSE Age Defense Serum	160	4.2	1	1	1	1	1
Treatment	DR. DENNIS GROSS SKINCARE	Ferulic + Retinol Wrinkle Recovery Peel	88	4.4	1	1	1	1	0
Treatment	OLEHENRIKSEN	Pure Truth™ Youth Activating Oil	45	4	1	1	1	1	1
Treatment	DR. DENNIS GROSS SKINCARE	Hyaluronic Marine Hydration Booster	68	4.4	0	0	0	0	0
Treatment	SHISEIDO	Bio-Performance Glow Revival Serum	92	4.3	0	0	0	0	0
Treatment	KATE SOMERVILLE	Breakout Fighters	55	4	1	1	1	1	1
Treatment	ALGENIST	Pore Corrector Anti-Aging Primer	42	4.4	1	1	1	1	1
Treatment	KATE SOMERVILLE	Age Arrest Anti-Wrinkle Cream	90	4.1	0	0	0	0	0
Treatment	PETER THOMAS ROTH	Un-Wrinkle® Turbo Face Serum	150	3.7	0	0	0	0	0
Treatment	PETER THOMAS ROTH	Potent-C™ Targeted Spot Brightener	58	4.5	1	1	1	1	1
Treatment	MURAD	Post-Acne Spot Lightening Gel	65	3.7	0	0	0	0	0
Treatment	ORIGINS	Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Advanced Face Serum	56	4.1	1	1	1	1	1
Treatment	CLINIQUE	Repairwear Laser Focus	50	4.1	0	0	0	0	0
Treatment	CLINIQUE	Acne Solutions Clear Skin System Starter Kit	28	4	0	0	0	0	0
Treatment	PERRICONE MD	Essential Fx Acyl-Glutathione Deep Crease Serum	179	4.6	1	1	1	1	1
Treatment	DIOR	Hydra Life Deep Hydration Sorbet Water Essence	73	4.6	1	0	1	1	0
Treatment	TARTE	Mermaid Skin™ Hyaluronic H2O Serum	42	4	0	0	0	0	0
Treatment	MURAD	Advanced Acne & Wrinkle Reducer	52	4	0	0	0	0	0
Treatment	PETER THOMAS ROTH	AHA/BHA Acne Clearing Gel	54	0	0	0	0	0	0
Treatment	SHISEIDO	Bio-Performance LiftDynamic Serum	98	3.9	0	0	0	0	0
Treatment	MURAD	Acne Body Wash	40	4.1	0	0	0	0	0
Treatment	DR. DENNIS GROSS SKINCARE	Doctor's Kit Gold Standard Anti-Aging Solution	59	5	1	1	1	1	1
Treatment	KIEHL'S SINCE 1851	Nightly Refining Micro-Peel Concentrate	60	4.3	1	1	1	1	1
Treatment	KIEHL'S SINCE 1851	Blue Herbal Spot Treatment	18	4.4	1	0	0	1	0
Treatment	ORIGINS	Dr. Andrew Weil For Origins™ Mega-Bright Dark Spot Correcting Serum	59	3.7	1	1	1	1	1
Treatment	MURAD	Pure Skin® Clarifying Dietary Supplement	50	4.1	1	0	0	1	0
Treatment	CAUDALIE	Glycolic Peel	39	4.2	1	1	1	1	1
Treatment	KORRES	Golden Krocus Ageless Saffron Elixir Serum	98	4.1	1	1	1	1	1
Treatment	PETER THOMAS ROTH	20% Glycolic Solutions Jumbo Peel Swab	48	4.3	1	1	1	1	1
Treatment	BELIF	Peat Miracle Revital Serum Concentrate	60	4.5	1	1	1	1	1
Treatment	MURAD	Acne Clearing Solution	42	3.9	1	0	0	1	0
Treatment	BAREMINERALS	SKINLONGEVITY™ Vital Power Infusion Serum	58	4.4	1	1	1	1	0
Treatment	DIOR	Diorsnow Brightening Refining Moist Cloud Cr?me	125	4.9	1	1	1	0	0
Treatment	KATE SOMERVILLE	EradiKate® Salicylic Acid Acne Treatment	58	4.6	1	0	1	0	0
Treatment	ORIGINS	A Perfect World™ Age-Defense Skin Guardian with White Tea	61	4.4	0	0	0	0	0
Treatment	KATE SOMERVILLE	RetAsphere™ Micro Peel	90	4.7	1	1	1	1	0
Treatment	FIRST AID BEAUTY	Skin Rescue Acne Clearing Pads with White Clay	30	4.2	1	1	1	1	1
Treatment	LANCER	Caviar Lime Acid Peel	90	4.7	1	1	1	1	1
Treatment	BIOEFFECT	EGF Day Serum	145	4.6	1	1	1	1	1
Treatment	MURAD	Rapid Collagen Infusion	84	4.2	0	0	0	0	0
Treatment	DR. BRANDT SKINCARE	2% Retinol Complex Serum	69	3.8	1	1	1	1	0
Treatment	SKIN INC SUPPLEMENT BAR	My Daily Dose Custom-Blended Serum Set	84	4.3	0	0	0	0	0
Treatment	DIOR	Diorsnow Essence of Light Pure Concentrate of Light Brightening Milk Serum	140	4.5	1	1	1	1	1
Treatment	DR. BRANDT SKINCARE	needles no more® 3-D filler mask	95	3.7	1	1	1	1	0
Treatment	FRESH	Seaberry Skin Nutrition Booster	46	4.5	0	0	0	0	0
Treatment	REN CLEAN SKINCARE	Bio Retinoid Anti-Wrinkle Concentrate Oil	69	4.2	0	0	0	0	0
Treatment	DR. BRANDT SKINCARE	MAGNETIGHT Age-Defier™ Mask	75	3.9	1	1	1	1	0
Treatment	DERMADOCTOR	Kakadu C ™ Serum	95	4.1	0	0	0	0	0
Treatment	CLARINS	Lotus Face Treatment Oil	58	4.3	0	0	0	0	0
Treatment	ALGENIST	Targeted Deep Wrinkle Minimizer	45	3.6	0	0	0	0	0
Treatment	DERMADOCTOR	Calm Cool & Corrected	85	4	0	0	0	0	0
Treatment	EST?E LAUDER	Perfectionist Pro Rapid Firm + Lift Treatment	75	5	1	1	1	1	0
Treatment	KATE SOMERVILLE	DermalQuench Liquid Lift™ Advanced Wrinkle Treatment	95	3.7	1	1	1	1	1
Treatment	KATE SOMERVILLE	DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment	98	4.1	1	1	1	1	1
Treatment	PERRICONE MD	Vitamin C Ester Brightening Amine Face Lift	99	4.4	0	0	0	0	0
Treatment	HUM NUTRITION	OMG!™ Omega The Great Supplements	30	4.3	0	0	0	0	0
Treatment	SHISEIDO	Future Solution LX Intensive Firming Contour Serum	300	4.3	1	1	1	1	1
Treatment	MURAD	Advanced Active Radiance® Serum	90	4.2	0	0	0	0	0
Treatment	ALGENIST	Advanced Anti-Aging Repairing Oil	82	4.4	1	1	1	1	1
Treatment	PETER THOMAS ROTH	Instant Firmx™	48	3.7	0	0	0	0	0
Treatment	JACK BLACK	Power Peel Multi-Acid Resurfacing Pads	38	4.6	0	0	0	0	0
Treatment	DR. BRANDT SKINCARE	Bright Biotic™ Dark Spot Minimizing Serum	55	4.3	1	1	1	1	1
Treatment	PHILOSOPHY	Time In A Bottle 100% In-Control	76	4	1	1	1	1	1
Treatment	ERNO LASZLO	White Marble Dual Phase Vitamin C Peel	100	4.7	1	1	1	1	0
Treatment	KIEHL'S SINCE 1851	Micro-Blur™ Skin Perfector	35	4.5	1	1	1	1	1
Treatment	REN CLEAN SKINCARE	Flash Hydro-Boost Instant Plumping Emulsion	42	4.5	1	1	1	1	1
Treatment	BEAUTYBIO	The Nightly Retinol + Peptide Anti-Aging Serum	95	5	1	1	1	1	1
Treatment	MURAD	Complete Reform	78	4.5	0	0	0	0	0
Treatment	PERRICONE MD	High Potency Classics: Firming Evening Repair	99	4.4	1	1	1	1	1
Treatment	DERMADOCTOR	Kakadu C™ Intensive Vitamin C Peel Pads with Ferulic Acid & Vitamin E	78	4.8	1	1	1	1	0
Treatment	BELIF	Hydra Sebum Control Essence	42	4.3	0	0	0	0	0
Treatment	CLINIQUE	Acne Solutions All-Over Clearing Treatment Oil-Free	24	4	0	0	0	0	0
Treatment	BOSCIA	Clear Complexion Moisturizer	36	3.6	1	1	1	1	1
Treatment	MURAD	Intensive-C® Radiance Peel	55	4.5	0	0	0	0	0
Treatment	ALGENIST	GENIUS Ultimate Anti-Aging Bi-Phase Peel	85	4.6	0	0	0	0	0
Treatment	DR. BRANDT SKINCARE	Power Dose Vitamin C	69	4.4	1	1	1	1	0
Treatment	ALGENIST	REVEAL Concentrated Color Correcting Drops	38	3.8	0	0	0	0	0
Treatment	FRESH	Cr?me Ancienne® Supreme Face Serum	240	4.8	1	1	1	1	1
Treatment	KATE SOMERVILLE	EradiKate™ Mask Foam-Activated Acne Treatment	54	4.2	0	0	0	0	0
Treatment	PERRICONE MD	High Potency Classics: Hyaluronic Intensive Moisturizer	69	4.5	0	0	0	0	0
Treatment	ALGENIST	Concentrated Reconstructing Serum	98	4.2	0	0	0	0	0
Treatment	PETER THOMAS ROTH	FIRMx Growth Factor Extreme Neuropeptide Serum	150	4.2	0	0	0	0	0
Treatment	CLARINS	Mission Perfection Serum	74	4.1	0	0	0	0	0
Treatment	BOSCIA	Clear Complexion Willow Bark Spot Treatment	18	3.8	0	0	0	0	0
Treatment	FRESH	Cr?me Ancienne Face Oil Elixir	265	3.6	1	1	1	1	1
Treatment	CLINIQUE	Sculptwear Lift and Contour Serum for Face and Neck	56	3.8	0	0	0	0	0
Treatment	JACK BLACK	Line Smoother Oil-Free Moisturizer	32	4.5	0	0	0	0	0
Treatment	SEPHORA COLLECTION	3-in-1 Extractor	23	3.9	0	0	0	0	0
Treatment	DR. BRANDT SKINCARE	Do Not Age with Dr. Brandt Transforming Pearl Serum	152	4.3	0	0	0	0	0
Treatment	OMOROVICZA	Silver Skin Savior Salicylic/Glycolic Acid Treatment	125	5	0	0	0	0	0
Treatment	CLINIQUE	Acne Solutions Clearing Concealer	18	3.6	0	0	0	0	0
Treatment	PERRICONE MD	High Potency Classics: Face Firming Serum	99	4.1	0	0	0	0	0
Treatment	ALGENIST	ELEVATE Advanced Lift Contouring Cream	96	4.3	1	1	1	1	1
